launch_service_provider,mission,name,net,pad,rocket,status
Soviet Space Program,Geo-IK 7,Tsiklon-3 | Geo-IK 7,02/11/1986 6:56 a.m.,"32/2 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Soviet Space Program,Mir,Proton | Mir,02/19/1986 9:28 p.m.,"200/39 (200L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Successful
Soviet Space Program,Tselina-D 54,Tsiklon-3 | Tselina-D 54,02/19/1986 11:04 p.m.,"32/1 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Soviet Space Program,Yantar-4K2 21,Soyuz U | Yantar-4K2 21,02/26/1986 1:39 p.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Soviet Space Program,US-P 23,Tsiklon-2 | US-P 23,02/27/1986 1:44 a.m.,"90 | Baikonur Cosmodrome, Republic of Kazakhstan",Tsiklon-2,Launch Successful
Soviet Space Program,Soyuz T-15,Soyuz-U2 | Soyuz T-15,03/13/1986 12:33 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz-U,Launch Successful
Soviet Space Program,—,Soyuz-U2 | Progress 25,03/19/1986 10:08 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz-U,Launch Successful
Soviet Space Program,US-A 28,Tsiklon-2 | US-A 28,03/21/1986 10:05 a.m.,"90 | Baikonur Cosmodrome, Republic of Kazakhstan",Tsiklon-2,Launch Successful
Soviet Space Program,US-P 24,Tsiklon-2 | US-P 24,03/25/1986 7:26 p.m.,"90 | Baikonur Cosmodrome, Republic of Kazakhstan",Tsiklon-2,Launch Successful
Soviet Space Program,Zenit-8 29,Soyuz U | Zenit-8 29,03/26/1986 10:30 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Failure
Soviet Space Program,Potok 3,Proton-K/DM | Potok 3,04/04/1986 3:45 a.m.,"200/40 | Baikonur Cosmodrome, Republic of Kazakhstan",Proton-K/DM,Launch Successful
Soviet Space Program,Yantar-4K2 22,Soyuz U | Yantar-4K2 22,04/09/1986 8 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
Soviet Space Program,Zenit-8 30,Soyuz U | Zenit-8 30,04/15/1986 11:40 a.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Soviet Space Program,Strela-2M 38,Kosmos-3M | Strela-2M 38,04/17/1986 9:02 p.m.,"132/1 (132L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Soviet Space Program,Molniya-3 43L,Molniya-M | Molniya-3 43L,04/18/1986 7:50 p.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation",Molniya-M,Launch Successful
Soviet Space Program,—,Soyuz-U2 | Progress 26,04/23/1986 7:40 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz-U,Launch Successful
Soviet Space Program,Zenit-8 31,Soyuz U | Zenit-8 31,05/14/1986 12:40 p.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Soviet Space Program,Tselina-D 55,Tsiklon-3 | Tselina-D 55,05/15/1986 4:26 a.m.,"32/1 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Soviet Space Program,—,Soyuz-U2 | Soyuz TM-1,05/21/1986 8:21 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz-U,Launch Successful
Soviet Space Program,Foton 2,Soyuz U | Foton 2,05/21/1986 4:30 p.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Soviet Space Program,Parus 54,Kosmos-3M | Parus 54,05/23/1986 12:54 p.m.,"132/1 (132L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Soviet Space Program,Ekran,Proton-K/DM | Ekran,05/24/1986 1:42 a.m.,"200/39 (200L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton-K/DM,Launch Successful
Soviet Space Program,Meteor-2 14,Tsiklon-3 | Meteor-2 14,05/27/1986 9:30 a.m.,"32/1 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Soviet Space Program,Resurs-F1 17F41 58L,Soyuz U | Resurs-F1 17F41 58L,05/28/1986 7:50 a.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Soviet Space Program,Zenit-8 32,Soyuz U | Zenit-8 32,05/29/1986 9:20 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
Soviet Space Program,Strela-1M 305-312,Kosmos-3M | Strela-1M 305-312,06/06/1986 3:57 a.m.,"132/1 (132L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Soviet Space Program,Yantar-4K2 23,Soyuz U | Yantar-4K2 23,06/06/1986 12:40 p.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
Soviet Space Program,Gorizont 12,Proton-K/DM | Gorizont 12,06/10/1986 12:49 a.m.,"200/40 | Baikonur Cosmodrome, Republic of Kazakhstan",Proton-K/DM,Launch Successful
Soviet Space Program,Zenit-8 33,Soyuz U | Zenit-8 33,06/11/1986 7:44 a.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Soviet Space Program,Tselina-D 56,Tsiklon-3 | Tselina-D 56,06/12/1986 4:43 a.m.,"32/1 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Soviet Space Program,Parus 55,Kosmos-3M | Parus 55,06/18/1986 8:03 p.m.,"132/1 (132L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Soviet Space Program,Zenit-8 34,Soyuz U | Zenit-8 34,06/19/1986 10:30 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
